timestamp,endpoint,status,latency_ms
2026-05-09T02:00:47.488070,validate_token,200,372.85
2026-05-09T02:00:47.488516,cost_summary,200,507.52
2026-05-09T02:00:47.513709,cost_summary,200,502.57
2026-05-09T02:00:47.514263,cost_summary,200,476.75
2026-05-09T02:00:47.516760,cost_summary,200,440.36
2026-05-09T02:00:47.520723,validate_token,200,321.15
2026-05-09T02:00:47.527863,login,200,313.55
2026-05-09T02:00:47.532092,cost_summary,200,471.25
2026-05-09T02:00:47.572753,login,200,340.85
2026-05-09T02:00:47.576945,login,200,281.08
2026-05-09T02:00:47.579474,login,200,302.44
2026-05-09T02:00:47.581603,validate_token,200,315.5
2026-05-09T02:00:47.583567,validate_token,200,257.46
2026-05-09T02:00:47.587853,cost_summary,200,499.24
2026-05-09T02:00:47.601825,cost_summary,200,437.47
2026-05-09T02:00:47.602824,login,200,273.71
2026-05-09T02:00:47.612633,validate_token,200,278.27
2026-05-09T02:00:47.636153,login,200,287.13
2026-05-09T02:00:47.656183,login,200,293.11
2026-05-09T02:00:47.658297,login,200,268.13
2026-05-09T02:00:47.660925,validate_token,200,268.19
2026-05-09T02:00:47.662692,cost_summary,200,460.02
2026-05-09T02:00:47.677315,validate_token,200,268.9
2026-05-09T02:00:47.679636,login,200,290.61
2026-05-09T02:00:47.680263,login,200,255.51
2026-05-09T02:00:47.680376,cost_summary,200,420.1
2026-05-09T02:00:47.683572,cost_summary,200,459.39
2026-05-09T02:00:47.684814,health_check,200,259.82
2026-05-09T02:00:47.687570,cost_summary,200,479.9
2026-05-09T02:00:47.721094,login,200,275.82
2026-05-09T02:00:47.721139,login,200,274.66
2026-05-09T02:00:47.734135,validate_token,200,257.7
2026-05-09T02:00:47.734301,validate_token,200,242.31
2026-05-09T02:00:47.735258,validate_token,200,281.05
2026-05-09T02:00:47.736670,login,200,271.35
2026-05-09T02:00:47.744001,cost_summary,200,457.38
